Ticker	Yearly Change	Percentage Charge	Stock Volume	Quote at BoY	Quote at EoY	LTM_Max	LTM_Min			Ticker	Value
KEF	-0.62	-7.45%	 4,487,000 	8.32	7.7	8.99	7.56				
KEM	-1.44	-25.53%	 41,793,000 	5.64	4.2	6.13	3.92				
KEP	2.75	16.56%	 72,085,400 	16.61	19.36	22.87	15.51				
KEX	-18.51	-18.65%	 115,933,800 	99.25	80.74	123.25	80.32				
KEY	0.48	3.58%	 2,503,439,500 	13.42	13.9	14.51	12.14				
KEY-G	1.23	0.95%	 1,368,200 	129.29	130.52	134.93	125.13				
KEYS	2.62	8.41%	 95,085,900 	31.15	33.77	35.2	29.76				
KF	-3.74	-9.06%	 3,130,000 	41.26	37.52	45	37.01				
KFH	0.95	3.54%	 5,217,100 	26.81	27.76	28.5	26.81				
KFI	2.08	8.23%	 2,219,400 	25.28	27.36	28.22	25.28				
KFN.P	2.56	10.62%	 10,474,600 	24.1	26.66	26.66	24.03				
KFS	1.65	42.31%	 7,243,200 	3.9	5.55	6.91	3.85				
KFY	2.64	10.11%	 88,250,900 	26.12	28.76	32.56	22.34				
KGC	-1.56	-35.62%	 2,794,443,800 	4.38	2.82	5.37	2				
KHI	-0.4	-4.38%	 9,141,200 	9.14	8.74	9.49	8.35				
KIM	5.39	27.29%	 719,394,400 	19.75	25.14	25.91	19.75				
KIM-I	4.23	20.27%	 8,343,400 	20.87	25.1	25.7	20.87				
KIM-J	4.75	24.42%	 6,696,000 	19.45	24.2	24.33	19.45				
KIM-K	4.5	22.90%	 5,224,800 	19.65	24.15	24.51	19.65				
KIO	-1.78	-9.91%	 16,441,300 	17.96	16.18	18.65	15.63				
KKR	-1.13	-4.64%	 691,874,200 	24.34	23.21	26.3	19.91				
KMB	15.3866	15.36%	 416,228,500 	100.1534	115.54	118.28	99.0221				
KMF	-0.37	-1.08%	 19,479,900 	34.41	34.04	43.91	30.37				
KMG	3.11	18.41%	 6,756,900 	16.89	20	21.14	14.04				
KMI	6.31	17.53%	 3,159,020,700 	36	42.31	43.01	30.96				
KMI.W	0.2	4.93%	 509,761,900 	4.06	4.26	4.5	1.62				
KMM	-0.87	-9.27%	 14,432,400 	9.39	8.52	9.51	8.14				
KMPA	0.22	0.86%	 5,786,700 	25.45	25.67	26.27	25.24				
KMPR	-4.77	-11.67%	 47,719,000 	40.88	36.11	40.88	32.97				
KMT	-16.28	-31.27%	 163,135,200 	52.07	35.79	52.07	33.6				
KMX	19.56	41.60%	 465,612,900 	47.02	66.58	67.87	42.88				
KN	-7.75	-24.76%	 307,737,900 	31.3	23.55	33.54	18.13				
KND	-1.56	-7.90%	 199,748,300 	19.74	18.18	26.66	17.84				
KNL	2.86	15.62%	 47,548,000 	18.31	21.17	21.68	15.01				
KNOP	-5.86	-20.85%	 16,512,600 	28.1	22.24	29.89	19.2				
KNX	15.32	83.53%	 166,042,000 	18.34	33.66	34.49	18.08				
KO	0.91	2.20%	 3,859,707,300 	41.31	42.22	44.83	37.1				
KOD.W	-12.12	-61.46%	 351,500 	19.72	7.6	21.66	5				
KODK	-13	-37.45%	 31,453,900 	34.71	21.71	37.2	17.8				
KOF	-35.25	-28.95%	 18,659,000 	121.77	86.52	121.77	84.22				
KOP	-19.77	-43.21%	 29,886,200 	45.75	25.98	45.75	22.62				
KORS	-6.09	-7.50%	 862,352,800 	81.19	75.1	99.84	68.89				
KOS	-2.79	-24.96%	 325,861,500 	11.18	8.39	11.23	7.09				
KR	12.34	62.43%	 876,664,100 	19.765	32.105	32.255	17.69				
KRA	-2.26	-9.80%	 56,084,200 	23.05	20.79	28.28	15.64				
KRC	18.89	37.64%	 130,499,000 	50.18	69.07	71.1	50.18				
KRC-G	4.21	19.20%	 2,925,400 	21.93	26.14	26.46	21.93				
KRC-H	4.43	21.54%	 2,926,000 	20.57	25	25.5	20.52				
KRG	2.46	9.36%	 488,686,100 	26.28	28.74	29.4	23.12				
KRO	-6.03	-31.65%	 60,244,100 	19.05	13.02	19.05	11.88				
KS	1.38	4.94%	 243,690,900 	27.93	29.31	33.35	24.46				
KSM	1.42	11.56%	 6,386,500 	12.28	13.7	13.93	12.28				
KSS	4.29	7.56%	 694,919,500 	56.75	61.04	62.5	49.09				
KST	-1.43	-11.01%	 3,873,900 	12.99	11.56	13.09	11.22				
KSU	-1.8	-1.45%	 268,367,500 	123.83	122.03	125.88	91.12				
KSU.P	2.29	9.16%	 282,200 	24.99	27.28	29	24.15				
KT	-0.75	-5.04%	 110,873,300 	14.87	14.12	17.46	13.24				
KTF	1.38	11.51%	 18,887,900 	11.99	13.37	13.69	11.99				
KTH	2.55	8.81%	 215,000 	28.95	31.5	33.45	28.26				
KTN	3.23	11.22%	 344,700 	28.8	32.03	32.85	28.32				
KTP	-1.04	-6.08%	 3,342,000 	17.1	16.06	21.88	14.25				
KW	3.05	13.71%	 91,163,400 	22.25	25.3	27.9	20.91				
KWN	1.35	5.53%	 1,411,000 	24.4	25.75	26	23.98				
KWR	14.97	19.42%	 12,733,100 	77.07	92.04	92.67	66.71				
KYE	0.5	1.83%	 23,683,700 	27.35	27.85	33.95	24.75				
KYN	-1.67	-4.19%	 75,881,500 	39.85	38.18	41.16	34.48				
KYN-F	2.11	9.18%	 2,659,100 	22.98	25.09	25.12	22.98				
KYO	-4.32	-8.62%	 4,840,200 	50.14	45.82	50.14	41.92				
L	-6.22	-12.89%	 286,309,100 	48.24	42.02	48.24	39.07				
LAD	17.27	24.88%	 89,510,600 	69.42	86.69	96.37	54.17				
LADR	2.62	15.42%	 39,290,500 	16.99	19.61	20.45	16.64				
LAZ	4.71	10.39%	 184,646,100 	45.32	50.03	54.96	41.37				
LB	24.7	39.94%	 441,456,200 	61.85	86.55	86.55	50.87				
LBF	-0.17	-2.12%	 3,358,100 	8.01	7.84	8.49	7.75				
LC	1.87	7.98%	 118,561,800 	23.43	25.3	27.9	23.08				
LCI	9.78	29.55%	 167,066,300 	33.1	42.88	57.52	29.62				
LCM	-1.23	-12.14%	 12,713,800 	10.13	8.9	10.62	8.61				
LDF	-1.91	-14.62%	 2,943,400 	13.06	11.15	15.15	10.04				
LDL	15.2	86.27%	 24,589,800 	17.62	32.82	33.33	17				
LDOS	-2.97	-6.39%	 169,098,400 	46.49	43.52	47.8	33.21				
LDP	0.04	0.18%	 21,108,800 	22.62	22.66	25.5	22.62				
LDR	-18.47	-35.11%	 9,877,700 	52.61	34.14	52.79	32.38				
LEA	17.11	21.13%	 204,837,300 	80.97	98.08	103.28	71.97				
LEE	0.21	6.05%	 86,817,700 	3.47	3.68	5.3	3.11				
LEG	11.67	37.72%	 240,100,800 	30.94	42.61	42.95	29.06				
LEJU	-1.1	-9.27%	 113,109,300 	11.86	10.76	18.41	9.45				
LEN	5.25	13.27%	 881,824,700 	39.56	44.81	47.51	35.93				
LEN.B	2.39	7.09%	 4,858,800 	33.72	36.11	38.06	30.25				
LEO	0.59	7.76%	 35,128,900 	7.6	8.19	8.54	7.6				
LFC	3.82	24.25%	 45,689,300 	15.75	19.57	19.6133	12.8633				
LFL	-4.33	-26.55%	 150,822,000 	16.31	11.98	16.36	10.6				
LGF	0.36	1.14%	 410,241,600 	31.66	32.02	35.22	25.2				
LGI	-1.81	-10.27%	 5,966,100 	17.62	15.81	18.81	15.42				
LH	16.53	18.09%	 245,046,800 	91.37	107.9	109.58	87.86				
LHO	9.61	31.14%	 223,268,100 	30.86	40.47	41.64	28.89				
LHO-H	1.62	6.57%	 2,261,500 	24.65	26.27	27.15	24.4				
LHO-I	5.07	25.12%	 4,024,700 	20.18	25.25	25.47	20.18				
LII	10.01	11.77%	 110,537,300 	85.06	95.07	96.04	73.66				
LITB	-1.8	-22.25%	 81,221,600 	8.09	6.29	10.98	4.84				
LL	-36.58	-35.55%	 233,618,200 	102.89	66.31	109.3	48.28				
LLL	19.35	18.11%	 233,233,900 	106.86	126.21	128.34	101.39				
LLY	17.99	35.27%	 1,166,989,300 	51	68.99	72.83	50.73				
LM	9.89	22.75%	 280,108,700 	43.48	53.37	56.75	39.99				
LMT	43.91	29.54%	 384,581,600 	148.66	192.57	196.84	146.07				
LNC	6.05	11.72%	 480,872,700 	51.62	57.67	58.8	45.67				
LNC.W	7.14	16.90%	 4,206,000 	42.26	49.4	50.55	36.61				
LND	-0.99	-25.00%	 1,074,900 	3.96	2.97	4.68	2.7				
LNKD	12.88	5.94%	 596,607,700 	216.83	229.71	238.43	142.33				
LNN	2.99	3.61%	 39,843,300 	82.75	85.74	92.93	73.48				
LNT	7.41	28.72%	 134,435,800 	25.8	33.21	34.66	25.245				
LOCK	2.1	12.80%	 358,153,100 	16.41	18.51	22.62	10.7				
LOR	-1.39	-9.59%	 7,153,500 	14.49	13.1	16.19	12.85				
LOW	19.25	38.85%	 1,426,869,700 	49.55	68.8	68.8	44.63				
LPG	-4.75	-25.48%	 44,157,400 	18.64	13.89	23.47	10.23				
LPI	-17.34	-62.62%	 616,849,500 	27.69	10.35	30.98	7.39				
LPL	3.01	24.79%	 98,385,200 	12.14	15.15	17.4	10.69				
LPT	-0.63	-1.65%	 186,380,600 	38.26	37.63	40.08	32.77				
LPX	-1.95	-10.53%	 748,035,900 	18.51	16.56	18.79	12.61				
LQ	4.94	28.86%	 159,393,800 	17.12	22.06	22.19	16.28				
LRN	-9.88	-45.43%	 93,304,500 	21.75	11.87	25.98	11.26				
LTC	7.78	21.98%	 45,347,400 	35.39	43.17	44.05	35.18				
LUB	-3.17	-41.06%	 11,176,900 	7.72	4.55	7.72	4.49				
LUK	-5.92	-20.89%	 411,057,900 	28.34	22.42	28.65	21.04				
LUV	23.48	124.63%	 1,903,228,300 	18.84	42.32	42.32	18.84				
LUX	0.55	1.02%	 17,159,300 	53.92	54.47	58.73	45.34				
LVLT	16.21	48.87%	 569,861,700 	33.17	49.38	50.05	31.01				
LVS	-20.71	-26.26%	 1,419,955,900 	78.87	58.16	87.81	52.31				
LXFR	-5.93	-28.43%	 12,944,100 	20.86	14.93	21.78	14.03				
LXFT	0.53	1.40%	 39,374,600 	37.98	38.51	43.52	24.38				
LXK	5.75	16.19%	 230,473,500 	35.52	41.27	51.17	34.4				
LXP	0.77	7.54%	 425,564,200 	10.21	10.98	11.68	9.77				
LXP-C	3.85	8.72%	 513,200 	44.15	48	49.4	44.15				
LXU	-9.58	-23.35%	 40,171,900 	41.02	31.44	42.12	29.29				
LYB	-0.89	-1.11%	 978,570,500 	80.28	79.39	114.59	70.61				
LYG	-0.68	-12.78%	 792,278,500 	5.32	4.64	5.76	4.62				
LYV	6.35	32.14%	 371,067,500 	19.76	26.11	27.36	19.76				
LZB	-4.16	-13.42%	 108,644,600 	31	26.84	31	19.25				
M	12.35	23.13%	 1,053,948,100 	53.4	65.75	65.75	50.91				
MA	2.614	3.13%	 1,270,779,400 	83.546	86.16	89.08	68.68				
MAA	13.94	22.95%	 112,271,900 	60.74	74.68	76.24	60.74				
MAC	24.52	41.64%	 212,887,100 	58.89	83.41	84.87	55.58				
MAIN	-3.45	-10.55%	 76,228,700 	32.69	29.24	35.69	27.48				
MAN	-17.69	-20.60%	 189,762,300 	85.86	68.17	86.73	59				
MANU	0.37	2.38%	 28,860,900 	15.53	15.9	19.63	14.47				
MAS	2.43	10.67%	 1,119,143,700 	22.77	25.2	25.4	19.54				
MATX	8.41	32.21%	 68,861,400 	26.11	34.52	35.21	22.97				
MAV	2.15	16.77%	 16,976,400 	12.82	14.97	15.75	12.82				
MBI	-2.4	-20.10%	 655,588,800 	11.94	9.54	15.08	8.62				
MBLY	3.56	9.62%	 515,818,600 	37	40.56	57.7	32.15				
MBT	-14.45	-66.81%	 769,603,000 	21.63	7.18	21.63	6.17				
MC	8.78	33.58%	 28,217,000 	26.15	34.93	36.29	25.95				
MCA	1.56	11.44%	 16,491,100 	13.64	15.2	15.2	13.62				
MCC	-4.61	-33.29%	 171,243,800 	13.85	9.24	14.72	8.84				
MCD	-3.33	-3.43%	 1,383,757,200 	97.03	93.7	103.53	88.46				
MCI	0.96	6.43%	 3,803,100 	14.93	15.89	16.31	14.79				
MCK	46.18	28.61%	 321,925,800 	161.4	207.58	212.78	160.16				
MCN	-0.03	-0.37%	 14,363,500 	8.17	8.14	8.92	7.93				
MCO	17.34	22.10%	 258,703,500 	78.47	95.81	101.84	72.65				
MCQ	-0.2	-0.79%	 630,400 	25.35	25.15	26.65	24.75				
MCR	0.14	1.55%	 36,706,700 	9.05	9.19	9.38	8.37				
MCS	5.07	37.72%	 17,665,400 	13.44	18.51	19.95	13.06				
MCV	2.29	10.24%	 1,349,300 	22.36	24.65	25	22.36				
MCY	6.96	14.00%	 34,528,400 	49.71	56.67	58.86	42.97				
MD	12.73	23.85%	 151,888,100 	53.38	66.11	67.2	51.25				
MDC	-5.77	-17.90%	 189,023,900 	32.24	26.47	32.24	23.71				
MDLY	-1.7	-10.37%	 11,331,200 	16.4	14.7	16.92	13.7				
MDP	2.52	4.86%	 72,695,900 	51.8	54.32	55.28	42.33				
MDR	-6.25	-68.23%	 1,392,434,600 	9.16	2.91	9.18	2.25				
MDT	14.81	25.81%	 1,791,422,600 	57.39	72.2	75.57	53.6				
MDU	-7.05	-23.08%	 191,633,600 	30.55	23.5	35.93	21.44				
MED	7.42	28.40%	 48,178,100 	26.13	33.55	34.98	24.23				
MEG	-5.87	-25.97%	 126,143,400 	22.6	16.73	23.65	12.66				
MEI	2.32	6.79%	 106,493,700 	34.19	36.51	42.2	27.21				
MEN	1	9.62%	 18,569,400 	10.4	11.4	11.6	10.38				
MEP	-5.92	-30.20%	 37,017,000 	19.6	13.68	25	13.07				
MER-K	0.61	2.47%	 14,545,400 	24.71	25.32	25.62	24.71				
MER-P	0.73	2.89%	 8,461,500 	25.25	25.98	26.31	25.25				
MET	0.17	0.32%	 1,487,797,400 	53.92	54.09	57.22	47.06				
MET-A	1.85	8.79%	 11,451,500 	21.05	22.9	24.39	21.05				
MFA	0.93	13.17%	 632,278,300 	7.06	7.99	8.46	7.06				
MFA-B	2.6	11.87%	 5,703,900 	21.9	24.5	24.93	21.31				
MFC	-0.64	-3.24%	 412,865,100 	19.73	19.09	20.59	17.3				
MFD	-0.83	-4.96%	 8,247,700 	16.74	15.91	18.62	15.18				
MFG	-0.96	-22.02%	 78,761,600 	4.36	3.4	4.5	3.34				
MFL	1.76	14.06%	 22,899,700 	12.52	14.28	14.3	12.52				
MFM	0.39	6.24%	 21,455,500 	6.25	6.64	6.81	6.2				
MFO	1.68	6.86%	 2,388,700 	24.5	26.18	26.85	24.5				
MFT	1.53	12.51%	 4,759,900 	12.23	13.76	13.91	12.23				
MFV	0.16	2.25%	 4,871,300 	7.11	7.27	7.9	6.84				
MG	-2.55	-12.21%	 26,422,400 	20.88	18.33	25.04	15.87				
MGA	13.315	32.45%	 147,249,000 	41.03	54.345	57.03	40.125				
MGF	-0.06	-1.05%	 18,290,900 	5.73	5.67	5.86	5.57				
MGM	-2.14	-9.10%	 2,411,401,900 	23.52	21.38	28.39	18.01				
MGR	3.98	17.49%	 5,245,000 	22.75	26.73	26.73	22.75				
MGU	2.62	11.86%	 7,989,200 	22.1	24.72	26.63	21.64				
MH-A	3.02	13.20%	 3,529,500 	22.88	25.9	26.59	22.88				
MHD	2.62	18.07%	 9,537,100 	14.5	17.12	17.12	14.5				
MHF	0.97	14.41%	 13,246,200 	6.73	7.7	7.7	6.73				
MHG	1.22	9.81%	 27,202,200 	12.44	13.66	15.34	10.5				
MHI	0.47	3.46%	 16,227,500 	13.59	14.06	15.75	13.59				
MHK	6.46	4.34%	 215,362,400 	148.9	155.36	157.6	124.77				
MHN	1.5	12.01%	 16,023,200 	12.49	13.99	13.99	12.49				
MHNB	4.14	18.45%	 1,993,300 	22.44	26.58	26.96	22.44				
MHNC	5.87	28.37%	 9,013,300 	20.69	26.56	26.56	20.69				
MHO	-2.49	-9.78%	 56,290,700 	25.45	22.96	25.85	18.8				
MHO-A	-0.28	-1.07%	 799,000 	26.22	25.94	27.11	25.3				
MIC	16.66	30.61%	 97,388,400 	54.43	71.09	73.04	51.59				
MIE	1.3	7.10%	 30,427,400 	18.32	19.62	22.22	17.34				
MIN	-0.4	-7.72%	 97,311,500 	5.18	4.78	5.42	4.78				
MIT-A	2.84	12.87%	 1,751,900 	22.06	24.9	25.65	22.06				
MIT-B	2.84	13.12%	 3,110,800 	21.64	24.48	24.78	21.64				
MITT	2.93	18.73%	 56,691,300 	15.64	18.57	20	15.64				
MIXT	-5.91	-47.62%	 10,664,200 	12.41	6.5	13.5	6				
MIY	1.41	11.32%	 9,591,700 	12.46	13.87	14.06	12.46				
MJN	16.78	20.03%	 365,115,500 	83.76	100.54	103.92	73.66				
MKC	5.38	7.81%	 157,250,500 	68.92	74.3	76.78	63.03				
MKC.V	7.2	10.47%	 244,300 	68.76	75.96	76.37	62.8				
MKL	102.49	17.66%	 9,291,100 	580.35	682.84	703.95	529				
MLI	2.635	8.36%	 46,728,000 	31.505	34.14	34.3	27.25				
MLM	10.38	10.39%	 221,286,200 	99.94	110.32	134.91	98.7				
MLP	-0.04	-0.66%	 5,134,800 	6.09	6.05	9	5.31				
MLR	2.16	11.59%	 6,277,700 	18.63	20.79	21.43	16.64				
MMC	8.88	18.36%	 511,647,700 	48.36	57.24	58.56	44.4				
MMD	2.4	15.22%	 20,514,400 	15.77	18.17	18.43	15.77				
MMI	18.35	123.15%	 18,669,100 	14.9	33.25	34	13.88				
MMM	24.07	17.16%	 635,284,200 	140.25	164.32	167.27	123.9				
MMP	19.39	30.65%	 155,881,900 	63.27	82.66	89.12	60.52				
MMS	10.85	24.66%	 97,390,000 	43.99	54.84	55.49	38.57				
MMT	-0.12	-1.81%	 48,200,000 	6.62	6.5	6.67	6.06				
MMU	1.38	11.30%	 19,708,900 	12.21	13.59	14.01	12.18				
MN	-3.83	-21.70%	 24,636,500 	17.65	13.82	18.57	13.69				
MNE	0.89	6.77%	 2,720,600 	13.14	14.03	14.08	13.03				
MNI	-0.8	-2.35%	 138,301,200 	34	33.2	68.1	29.1				
MNK	46.77	89.49%	 499,958,000 	52.26	99.03	99.73	50.7				
MNP	1.08	7.85%	 5,938,800 	13.75	14.83	15.19	13.66				
MNR	1.98	21.78%	 58,757,700 	9.09	11.07	11.57	8.81				
MNR-B	1.15	4.61%	 801,900 	24.95	26.1	26.94	24.82				
MO	10.88	28.34%	 1,842,110,000 	38.39	49.27	51.27	34				
MOD	0.78	6.08%	 55,192,700 	12.82	13.6	17.12	11				
MODN	-1.17	-9.92%	 28,683,800 	11.79	10.62	12.44	8.99				
MOG.A	6.09	8.96%	 43,133,500 	67.94	74.03	76.59	57.89				
MOG.B	6.73	9.90%	 107,100 	67.97	74.7	76.59	58.35				
MOH	18.78	54.04%	 162,273,200 	34.75	53.53	54.09	32.73				
MON	2.92	2.51%	 851,673,500 	116.55	119.47	126.73	104.63				
MORE	0.01	0.11%	 43,774,500 	9.25	9.26	9.52	8.84				
MOS	-1.62	-3.43%	 729,464,900 	47.27	45.65	50.79	40.76				
MOV	-15.64	-35.54%	 48,975,800 	44.01	28.37	46.39	25.26				
MP-D	0.97	3.96%	 281,100 	24.5	25.47	27.25	24.5				
MPA	1.53	11.94%	 5,344,200 	12.81	14.34	14.54	12.81				
MPC	-0.735	-1.60%	 839,508,800 	45.865	45.13	48.46	37.895				
MPG	2.25	14.89%	 4,956,600 	15.11	17.36	17.36	15				
MPLX	28.95	65.00%	 32,951,500 	44.54	73.49	73.49	40.45				
MPV	0.35	2.72%	 3,268,100 	12.88	13.23	14.13	12.7				
MPW	1.56	12.77%	 334,067,600 	12.22	13.78	14.09	12.2				
MPX	-1.61	-16.02%	 5,049,300 	10.05	8.44	10.16	6.03				
MQT	1.51	12.93%	 10,928,300 	11.68	13.19	13.32	11.66				
MQY	1.28	9.10%	 15,115,300 	14.06	15.34	15.7	14.06				
MRC	-17.11	-53.04%	 319,435,700 	32.26	15.15	32.26	13.63				
MRIN	-1.78	-17.38%	 53,333,700 	10.24	8.46	12.46	7.58				
MRK	6.74	13.47%	 2,645,970,700 	50.05	56.79	61.88	49.49				
MRO	-7.01	-19.86%	 1,601,731,600 	35.3	28.29	41.69	24.8				
MS	7.44	23.72%	 2,688,675,300 	31.36	38.8	39	28.47				
MS-A	1.16	6.17%	 22,535,200 	18.8	19.96	20.81	18.77				
MS-E	1.45	5.56%	 32,265,300 	26.1	27.55	28.29	25.95				
MS-F	1.58	6.31%	 64,625,700 	25.03	26.61	27.44	25.03				
MS-G	0.43	1.71%	 31,329,000 	25.08	25.51	25.82	24.86				
MS-I	0.21	0.84%	 26,478,900 	25.1	25.31	25.7	24.95				
MSA	1.88	3.67%	 31,170,200 	51.21	53.09	61.02	47.29				
MSB	-4.98	-22.37%	 13,368,600 	22.26	17.28	23.65	16.33				
MSCA	2.21	9.59%	 2,379,200 	23.05	25.26	25.5	23.05				
MSCI	3.72	8.51%	 147,921,600 	43.72	47.44	48.98	40.28				
MSD	-0.45	-4.72%	 21,020,900 	9.54	9.09	10.33	8.76				
MSF	-0.93	-6.01%	 5,505,800 	15.48	14.55	16.69	13.91				
MSI	-0.42	-0.62%	 439,346,400 	67.5	67.08	67.87	58.5				
MSL	-0.52	-2.91%	 7,226,200 	17.86	17.34	20.23	15.51				
MSM	0.38	0.47%	 106,720,700 	80.87	81.25	96.13	77.04				
MSP	-0.09	-0.75%	 5,127,300 	11.96	11.87	12.99	11.68				
MT	-6.81	-38.17%	 1,376,360,600 	17.84	11.03	17.84	10.57				
MTB	9.2	7.90%	 181,228,900 	116.42	125.62	128.03	109.3				
MTB-C	80.15	8.76%	 52,100 	914.85	995	1077.91	914.85				
MTB.P	51.05	5.38%	 144,700 	948.95	1000	1069.95	930				
MTB.W	10.6	24.65%	 517,200 	43	53.6	55	37.47				
MTD	59.87	24.68%	 37,398,700 	242.59	302.46	305.89	223.8				
MTDR	1.59	8.53%	 247,535,200 	18.64	20.23	29.28	14.44				
MTG	0.88	10.43%	 1,398,510,500 	8.44	9.32	9.47	7.36				
MTH	-12	-25.01%	 152,895,600 	47.99	35.99	49.33	32.77				
MTL	-3.76	-73.44%	 238,404,400 	5.12	1.36	5.12	0.86				
MTL.P	-0.3	-76.92%	 26,288,700 	0.39	0.09	0.47	0.08				
MTN	15.9	21.14%	 53,351,200 	75.23	91.13	91.43	64.9				
MTOR	4.72	45.25%	 395,949,000 	10.43	15.15	15.39	9.41				
MTR	4.41	20.75%	 3,538,000 	21.25	25.66	36.4	20.95				
MTRN	4.38	14.20%	 29,306,700 	30.85	35.23	40.12	25.53				
MTT	2.31	10.84%	 6,694,700 	21.31	23.62	23.62	21.26				
MTU	-1.15	-17.22%	 401,405,300 	6.68	5.53	6.68	5.22				
MTW	-1.22	-5.23%	 634,938,000 	23.32	22.1	33.21	16.6				
MTX	9.38	15.62%	 51,085,100 	60.07	69.45	77.4	48.81				
MTZ	-10.11	-30.90%	 280,800,700 	32.72	22.61	44.23	18.68				
MUA	2.24	19.39%	 17,167,400 	11.55	13.79	13.82	11.53				
MUC	1.25	9.46%	 22,455,700 	13.22	14.47	14.6	13.22				
MUE	1.39	11.50%	 15,837,700 	12.09	13.48	13.5	12.09				
MUH	2.32	17.38%	 6,430,100 	13.35	15.67	15.72	13.35				
MUI	0.5	3.60%	 20,324,400 	13.9	14.4	14.76	13.9				
MUJ	1.35	10.29%	 9,620,200 	13.12	14.47	14.54	13.12				
MUR	-14.36	-22.13%	 393,200,200 	64.88	50.52	67.75	44.39				
MUS	1.46	12.31%	 8,900,300 	11.86	13.32	13.44	11.86				
MUSA	27.3	65.69%	 99,898,100 	41.56	68.86	69.37	37.55				
MUX	-0.85	-43.37%	 754,553,500 	1.96	1.11	3.56	0.92				
MVC	-3.67	-27.19%	 27,778,200 	13.5	9.83	14.73	9.83				
MVCB	-0.05	-0.20%	 2,153,100 	25.12	25.07	25.87	24.75				
MVO	-9.19	-38.68%	 13,613,000 	23.76	14.57	28.98	14.01				
MVT	1.68	12.07%	 9,744,700 	13.92	15.6	15.89	13.92				
MWA	0.87	9.28%	 269,703,500 	9.37	10.24	10.32	7.72				
MWW	-2.51	-35.20%	 419,304,200 	7.13	4.62	8.32	3.65				
MX	-6.51	-33.38%	 65,238,500 	19.5	12.99	19.5	10.06				
MXE	-2.27	-15.26%	 4,888,900 	14.88	12.61	17.28	12.61				
MXF	-8.5	-29.01%	 14,495,300 	29.3	20.8	29.81	20.18				
MXL	-3.02	-28.95%	 49,060,200 	10.43	7.41	11.2	6.31				
MYC	1.67	12.12%	 11,814,900 	13.78	15.45	15.56	13.78				
MYCC	0.19	1.07%	 71,132,400 	17.74	17.93	19.98	16.46				
MYD	1.92	14.98%	 23,704,700 	12.82	14.74	14.81	12.82				
MYE	-3.52	-16.67%	 38,464,300 	21.12	17.6	24.32	14.33				
MYF	1.76	12.83%	 8,514,700 	13.72	15.48	15.62	13.61				
MYI	1.41	11.14%	 32,712,200 	12.66	14.07	14.2	12.66				
MYJ	1.29	9.44%	 6,668,500 	13.66	14.95	15.21	13.56				
MYN	0.93	7.70%	 17,891,900 	12.08	13.01	13.44	12.08				
MZF	1.11	8.95%	 5,973,800 	12.4	13.51	13.87	12.35				
N	6.15	5.97%	 149,363,200 	103.02	109.17	119.63	71.42				
NAC	2.2	17.12%	 32,281,400 	12.85	15.05	15.05	12.81				
NAD	1.74	13.82%	 20,258,100 	12.59	14.33	14.37	12.59				
NADL	-69.1	-80.91%	 262,553,800 	85.4	16.3	113.9	13.6				
NAN	0.83	6.54%	 4,826,800 	12.7	13.53	13.73	12.69				
NAO	-2.97	-19.48%	 51,459,800 	15.25	12.28	20.4	9.7				
NAP	-1.65	-11.96%	 11,889,600 	13.8	12.15	14.25	11.5				
NAT	0.37	3.81%	 341,972,800 	9.7	10.07	12.54	7.19				
NAV	-4.71	-12.33%	 237,609,800 	38.19	33.48	39.83	29.1				
NAV-D	-2.25	-18.37%	 94,900 	12.25	10	12.5	9.11				
NAZ	2.2	18.15%	 5,686,300 	12.12	14.32	14.55	12.08				
NBB	2.74	14.86%	 16,429,900 	18.44	21.18	21.18	18.44				
NBD	2.52	12.97%	 4,411,100 	19.43	21.95	21.97	19.43				
NBHC	-1.99	-9.30%	 43,758,500 	21.4	19.41	21.4	18.4				
NBL	-20.68	-30.36%	 643,237,400 	68.11	47.43	79.23	43				
NBR	-4.01	-23.60%	 1,477,969,900 	16.99	12.98	30.04	10				
NC	-2.83	-4.55%	 5,513,800 	62.19	59.36	63.56	47.69				
NCA	1.34	14.58%	 10,262,500 	9.19	10.53	10.69	9.19				
NCI	-3.83	-19.95%	 47,639,300 	19.2	15.37	19.36	13.01				
NCR	-4.92	-14.45%	 586,181,400 	34.06	29.14	37.5	23.54				
NCS	0.98	5.59%	 92,013,800 	17.54	18.52	21.14	15.44				
NCT	-29.95	-86.96%	 831,090,100 	34.44	4.49	35.4	4.26				
NCT-B	-0.55	-2.10%	 956,100 	26.15	25.6	26.71	25.55				
NCT-C	0.01	0.04%	 481,800 	24.99	25	25.58	24.4				
NCT-D	0.64	2.61%	 439,700 	24.5	25.14	25.98	24.5				
NCV	-0.29	-2.99%	 72,385,400 	9.71	9.42	10.65	8.75				
NCZ	-0.07	-0.78%	 71,141,000 	8.98	8.91	10.09	8.13				
NDP	-6.15	-24.50%	 18,358,000 	25.1	18.95	28.43	17.29				
NDRO	-7.27	-60.13%	 49,149,100 	12.09	4.82	14.56	4.58				
NE	-20.9	-55.78%	 1,357,681,100 	37.47	16.57	37.47	14.52				
NEA	1.04	8.14%	 32,988,200 	12.78	13.82	13.84	12.78				
NEE	20.67	24.14%	 513,041,300 	85.62	106.29	110.5	84.25				
NEE-C	1.2	4.96%	 2,941,100 	24.2	25.4	26.36	24.2				
