Ticker	Yearly Change	Percentage Charge	Stock Volume	Quote at BoY	Quote at EoY	LTM_Max	LTM_Min			Ticker	Value
RAD	0.4	5.10%	 3,849,770,400 	7.84	8.24	8.61	6.43				
RAI	9.89	21.43%	 1,367,468,600 	46.15	56.04	56.18	45.2				
RAS	0.66	24.44%	 155,670,900 	2.7	3.36	3.4	1.9				
RAS-A	2.13	11.74%	 3,358,400 	18.15	20.28	22	12.6				
RAS-B	2.28	12.01%	 1,545,700 	18.98	21.26	22.75	13.03				
RAS-C	2.85	14.47%	 1,306,700 	19.7	22.55	23.7	13.75				
RATE	-2.25	-16.92%	 181,646,700 	13.3	11.05	13.3	7.17				
RBA	9.89	41.02%	 152,099,500 	24.11	34	39.43	21.7				
RBC	10.73	18.34%	 85,132,000 	58.52	69.25	75.1	49.38				
RBS	-3.34	-37.66%	 522,291,700 	8.87	5.53	8.87	4.04				
RBS-F	0	0.00%	 3,365,400 	25.84	25.84	26.54	24.27				
RBS-H	-0.53	-2.05%	 5,330,300 	25.83	25.3	26.15	23.79				
RBS-L	-1.16	-4.65%	 18,800,400 	24.96	23.8	25.85	21.77				
RBS-S	-0.35	-1.38%	 16,944,700 	25.4	25.05	25.86	22.56				
RCI	4.12	11.96%	 74,194,200 	34.46	38.58	45.38	33.31				
RCL	-19.17	-18.94%	 670,982,800 	101.21	82.04	101.21	65.48				
RCS	-0.16	-1.79%	 35,337,000 	8.95	8.79	10.51	8.04				
RDC	1.94	11.45%	 978,179,900 	16.95	18.89	20.9	11.23				
RDN	4.59	34.28%	 707,779,100 	13.39	17.98	18.31	9.32				
RDS.A	8.59	18.76%	 1,285,306,300 	45.79	54.38	55.81	36.87				
RDS.B	11.93	25.91%	 734,601,100 	46.04	57.97	58.15	36.96				
RDY	-1.01	-2.18%	 83,733,400 	46.29	45.28	54.45	41.22				
RE	33.31	18.19%	 79,626,700 	183.09	216.4	218.38	169.21				
REG	0.83	1.22%	 184,692,800 	68.12	68.95	85.3	65.38				
REG-F	-1.22	-4.64%	 5,517,700 	26.32	25.1	26.8	24.9				
REG-G	-0.89	-3.54%	 966,700 	25.13	24.24	26.93	23.65				
RELX	0.14	0.79%	 31,164,800 	17.83	17.97	19.75	16.22				
REN	36.84	846.90%	 269,163,400 	4.35	41.19	41.43	2.35				
RENN	-2.09	-56.79%	 141,609,100 	3.68	1.59	3.68	1.52				
RENX	-0.07	-0.42%	 36,880,300 	16.83	16.76	18.28	14.98				
RES	7.86	65.77%	 464,208,800 	11.95	19.81	21.63	10.35				
RESI	-1.37	-11.04%	 142,078,900 	12.41	11.04	12.64	8.5				
REV	1.31	4.71%	 16,232,200 	27.84	29.15	37.97	24.5				
REX	44.68	82.63%	 26,211,600 	54.07	98.75	101.95	46.4				
REX-A	-2.88	-11.33%	 1,720,100 	25.43	22.55	25.83	21.85				
REXR	6.83	41.75%	 105,087,800 	16.36	23.19	23.27	15.43				
RF	4.76	49.58%	 5,273,765,700 	9.6	14.36	14.64	7.08				
RF-A	-1.2	-4.55%	 8,949,100 	26.36	25.16	27.21	24.75				
RF-B	-0.6	-2.21%	 14,266,100 	27.13	26.53	29.94	24.39				
RFI	-0.5	-3.97%	 16,754,300 	12.6	12.1	14.2	11				
RFP	-2.22	-29.33%	 70,040,100 	7.57	5.35	8.33	3.85				
RFT	3.83	19.74%	 1,763,100 	19.4	23.23	23.75	14.77				
RFTA	2.71	12.48%	 2,232,200 	21.72	24.43	25	18.97				
RGA	40.28	47.08%	 81,805,800 	85.55	125.83	128.28	78.61				
RGC	1.73	9.17%	 366,345,700 	18.87	20.6	24.45	16.68				
RGR	-6.91	-11.59%	 80,091,300 	59.61	52.7	76.31	47.5				
RGS	0.37	2.61%	 58,500,400 	14.15	14.52	16.01	11.62				
RGT	0.59	7.92%	 9,967,000 	7.45	8.04	8.18	6.2				
RH	-48.75	-61.36%	 618,707,900 	79.45	30.7	79.45	25.39				
RHI	1.64	3.48%	 339,996,400 	47.14	48.78	49.24	34.57				
RHP	11.37	22.02%	 72,520,200 	51.64	63.01	63.8	43.53				
RHT	-13.11	-15.83%	 405,820,400 	82.81	69.7	82.81	60.93				
RICE	10.45	95.87%	 986,593,000 	10.9	21.35	28.78	8.48				
RIG	2.36	19.06%	 3,993,347,900 	12.38	14.74	15.54	8.2				
RIO	9.34	32.07%	 1,147,921,600 	29.12	38.46	42.12	22.7				
RIV	-1	-5.03%	 4,641,700 	19.9	18.9	20.41	15.94				
RJD	-1.27	-4.76%	 7,816,100 	26.66	25.39	27.07	25.28				
RJF	11.3	19.49%	 231,540,600 	57.97	69.27	73.99	40.43				
RL	-21.16	-18.98%	 295,548,900 	111.48	90.32	115.56	83.18				
RLGY	-10.94	-29.83%	 410,369,300 	36.67	25.73	36.96	22.2				
RLH	1.34	19.12%	 11,437,000 	7.01	8.35	9.4	5.57				
RLI	1.38	2.23%	 50,963,600 	61.75	63.13	71	54.6				
RLJ	2.86	13.22%	 278,043,400 	21.63	24.49	24.75	17.16				
RM	10.81	69.88%	 22,543,600 	15.47	26.28	26.89	11.94				
RMAX	18.7	50.13%	 29,761,000 	37.3	56	56.4	30.54				
RMD	8.36	15.57%	 252,701,100 	53.69	62.05	70.67	51.4				
RMP	11.09	82.21%	 62,049,700 	13.49	24.58	24.58	9.11				
RMT	0.9	12.40%	 36,449,300 	7.26	8.16	8.28	6.01				
RNG	-2.98	-12.64%	 149,996,000 	23.58	20.6	24.15	14.38				
RNP	0.68	3.69%	 34,386,000 	18.44	19.12	21.57	16.27				
RNR	23.03	20.35%	 70,888,800 	113.19	136.22	136.45	108.93				
RNR-C	-0.6	-2.33%	 2,300,600 	25.7	25.1	26.37	24.5				
RNR-E	-2.45	-9.82%	 6,520,900 	24.94	22.49	27.36	22.12				
ROG	25.24	48.94%	 34,269,300 	51.57	76.81	77.46	42.76				
ROK	31.79	30.98%	 242,081,200 	102.61	134.4	139.56	89.71				
ROL	7.88	30.42%	 104,200,400 	25.9	33.78	34.09	24.08				
ROP	-6.71	-3.54%	 148,711,700 	189.79	183.08	189.79	158.89				
ROYT	-0.25	-18.94%	 39,571,800 	1.32	1.07	2.18	0.77				
RPA-A	-0.65	-2.53%	 3,490,500 	25.65	25	27.49	24.39				
RPAI	0.56	3.79%	 341,015,400 	14.77	15.33	17.74	14.16				
RPM	9.77	22.17%	 163,780,000 	44.06	53.83	55.69	37.38				
RPT	-0.03	-0.18%	 129,570,300 	16.61	16.58	20.19	15.98				
RPT-D	0.13	0.21%	 789,400 	61.15	61.28	72.5	57.9				
RQI	-0.01	-0.08%	 78,487,500 	12.22	12.21	14.73	10.26				
RRC	9.75	39.62%	 1,210,494,700 	24.61	34.36	46.45	20.45				
RRD	-0.64	-3.77%	 185,007,100 	16.96	16.32	23.81	15.59				
RRTS	0.96	10.18%	 81,109,300 	9.43	10.39	13.52	6.67				
RS	21.63	37.35%	 164,482,800 	57.91	79.54	86.34	51.75				
RSG	13.06	29.69%	 379,638,600 	43.99	57.05	57.5	42.2				
RSO	-4.43	-34.72%	 68,930,000 	12.76	8.33	13.64	8.02				
RSO-A	6.27	34.76%	 1,221,400 	18.04	24.31	24.47	13.76				
RSO-B	5.27	30.68%	 6,793,000 	17.18	22.45	23.35	13.45				
RSO-C	4.71	25.75%	 5,602,000 	18.29	23	23.63	13.68				
RSPP	20.23	82.94%	 438,540,700 	24.39	44.62	45.67	18.29				
RST	2.22	33.18%	 20,395,400 	6.69	8.91	9.09	6.38				
RT	-2.28	-41.38%	 127,787,700 	5.51	3.23	5.63	2.34				
RTEC	9.13	64.21%	 74,934,400 	14.22	23.35	23.75	11.46				
RTN	17.47	14.03%	 475,344,400 	124.53	142	150.54	117.62				
RUBI	-9.03	-54.89%	 157,684,000 	16.45	7.42	20.18	6.23				
RVT	1.62	13.76%	 70,722,000 	11.77	13.39	13.89	9.78				
RWT	2.01	15.23%	 121,987,100 	13.2	15.21	16.2	9.36				
RXN	1.47	8.11%	 151,263,800 	18.12	19.59	22.64	14.66				
RXN-A	-1.49	-2.95%	 1,609,400 	50.5	49.01	50.5	48.57				
RY	14.13	26.37%	 287,793,200 	53.58	67.71	69.46	45.26				
RY-S	-0.18	-0.71%	 2,778,000 	25.38	25.2	27.25	24.96				
RY-T	-1.63	-5.56%	 495,700 	29.3	27.67	33.94	27.51				
RYA-A	19.62	20.38%	 2,713,400 	96.25	115.87	120.33	87.76				
RYAM	5.67	57.92%	 165,694,800 	9.79	15.46	16.07	6				
RYI	8.68	185.87%	 97,543,800 	4.67	13.35	19.4	2.63				
RYN	4.4	19.82%	 116,743,300 	22.2	26.6	28.25	18.63				
RZA	-2.06	-7.09%	 8,221,600 	29.04	26.98	31.05	26.09				
RZB	-0.32	-1.20%	 8,980,900 	26.6	26.28	29.5	24.98				
S	4.8	132.60%	 5,009,388,200 	3.62	8.42	8.9	2.45				
SA	-0.14	-1.69%	 236,869,700 	8.29	8.15	15.41	5.78				
SAB	0.25	0.98%	 103,800 	25.6	25.85	25.88	25.6				
SAH	0.14	0.62%	 93,267,500 	22.76	22.9	24	15.91				
SAIC	39.02	85.23%	 74,918,200 	45.78	84.8	88.65	40.5				
SALT	-4.84	-48.94%	 168,597,400 	9.89	5.05	9.89	1.84				
SAM	-32.06	-15.88%	 46,687,800 	201.91	169.85	201.91	146.42				
SAN	0.31	6.37%	 1,646,714,400 	4.87	5.18	5.23	3.69				
SAN-A	-0.3	-1.17%	 2,817,600 	25.69	25.39	26.22	23.52				
SAN-B	1.02	4.48%	 12,054,400 	22.77	23.79	24.45	17.98				
SAN-C	-0.46	-1.80%	 2,239,000 	25.55	25.09	26.7	23.95				
SAN-I	-0.31	-1.22%	 1,433,700 	25.35	25.04	26	24.05				
SAP	7.33	9.27%	 257,180,900 	79.1	86.43	92.36	72.02				
SAQ	0.42	1.69%	 1,541,100 	24.86	25.28	25.93	23.47				
SAR	5.19	33.66%	 4,601,500 	15.42	20.61	20.61	13.5				
SB	0.34	41.98%	 70,929,300 	0.81	1.15	1.9	0.3				
SB-B	4.21	21.11%	 343,400 	19.94	24.15	24.49	19.51				
SB-C	5.09	58.04%	 1,578,400 	8.77	13.86	16	6.84				
SB-D	4.77	54.51%	 2,016,200 	8.75	13.52	16.47	6.29				
SBGL	0.97	15.93%	 423,494,500 	6.09	7.06	20.78	6.09				
SBH	-1.47	-5.27%	 466,678,100 	27.89	26.42	32.75	24.84				
SBNA	0.44	2.00%	 1,622,400 	22	22.44	24.68	18.65				
SBNB	0.58	2.35%	 1,270,600 	24.7	25.28	25.89	21.98				
SBR	8.89	33.85%	 7,709,200 	26.26	35.15	40.82	24.22				
SBS	4.08	88.70%	 588,432,900 	4.6	8.68	10.52	4.07				
SBY	1.48	9.45%	 67,404,000 	15.66	17.14	19.21	12.22				
SC	-2.35	-14.83%	 540,309,600 	15.85	13.5	15.85	8.87				
SCCO	5.82	22.28%	 330,642,100 	26.12	31.94	34.98	22.29				
SCD	0.92	7.44%	 14,910,600 	12.37	13.29	13.99	10.11				
SCE-F	-1.99	-7.86%	 6,892,000 	25.31	23.32	26.6	23.26				
SCE-G	-2.4	-9.77%	 5,765,100 	24.56	22.16	26.62	22.14				
SCE-H	-1.28	-4.79%	 3,795,200 	26.75	25.47	31.45	24.65				
SCE-J	-2.48	-9.13%	 5,545,100 	27.16	24.68	29.75	23.94				
SCE-K	-0.71	-2.73%	 11,989,200 	25.97	25.26	30.19	24.91				
SCG	12.79	21.14%	 216,783,000 	60.49	73.28	76.12	60.08				
SCH-B	-1.49	-5.57%	 9,055,000 	26.76	25.27	27.1	24.84				
SCH-C	-1.67	-6.20%	 20,344,200 	26.93	25.26	28.27	24.68				
SCH-D	-0.22	-0.87%	 45,284,500 	25.21	24.99	27.87	24.46				
SCHW	6.54	19.86%	 2,481,720,600 	32.93	39.47	40.47	22.22				
SCI	2.38	9.15%	 305,873,500 	26.02	28.4	28.67	21.65				
SCL	31.79	63.98%	 23,782,100 	49.69	81.48	86.38	41.88				
SCM	2.42	25.10%	 12,956,100 	9.64	12.06	12.33	7.85				
SCNB	14.47	51.04%	 11,633,700 	28.35	42.82	44.41	22.91				
SCQ	0.9	3.66%	 331,300 	24.62	25.52	25.9	23.49				
SCS	3	20.13%	 210,114,400 	14.9	17.9	17.9	11.77				
SCX	-0.42	-4.32%	 2,754,000 	9.72	9.3	12.87	8.46				
SD	23.35	11675.00%	 55,311,200 	0.2	23.55	26.5	0.15				
SDLP	0.55	15.07%	 275,788,600 	3.65	4.2	6.33	1.7				
SDR	-0.55	-28.06%	 32,973,600 	1.96	1.41	2.8	1.34				
SDRL	0.02	0.59%	 2,923,912,200 	3.39	3.41	6.06	1.63				
SDT	-0.93	-41.70%	 32,470,400 	2.23	1.3	3.62	1.24				
SE	17.15	71.64%	 1,310,440,000 	23.94	41.09	43.98	23.94				
SEAS	-0.76	-3.86%	 417,049,200 	19.69	18.93	21.65	12.12				
SEE	0.74	1.66%	 456,463,800 	44.6	45.34	52.68	38.36				
SEM	1.34	11.25%	 234,654,500 	11.91	13.25	14.05	7.5				
SEMG	12.89	44.66%	 193,731,500 	28.86	41.75	42.55	14.82				
SEP	-1.86	-3.90%	 134,498,300 	47.7	45.84	50.43	40.35				
SERV	-1.57	-4.00%	 361,484,400 	39.24	37.67	42.21	32.75				
SF	7.59	17.92%	 164,266,500 	42.36	49.95	52.43	26.73				
SF-A	-1.49	-5.65%	 5,975,500 	26.35	24.86	28.25	24.33				
SFE	-1.06	-7.31%	 14,426,900 	14.51	13.45	14.67	10.75				
SFL	-1.72	-10.38%	 231,016,800 	16.57	14.85	16.57	10.31				
SFR	5.31	22.60%	 165,018,900 	23.5	28.81	32.89	20.18				
SFS	-4.11	-22.57%	 68,668,800 	18.21	14.1	18.41	11.6				
SFUN	-4.11	-55.62%	 1,113,945,200 	7.39	3.28	7.39	2.86				
SGF	0.1	1.17%	 4,520,100 	8.56	8.66	9.48	7.49				
SGM	0.52	9.54%	 11,582,000 	5.45	5.97	6.06	3.24				
SGU	3.32	44.62%	 10,615,800 	7.44	10.76	11.18	7.28				
SGY	-35.75	-83.33%	 764,590,900 	42.9	7.15	42.9	2.9				
SGZA	-2.11	-8.11%	 3,234,300 	26.01	23.9	26.8	23.44				
SHAK	-3.81	-9.62%	 216,239,500 	39.6	35.79	42.23	31.4				
SHG	4.05	12.06%	 21,608,500 	33.59	37.64	40.88	29.66				
SHI	14.54	36.73%	 2,395,400 	39.59	54.13	54.86	35.86				
SHLX	-12.43	-29.94%	 144,817,100 	41.52	29.09	42.25	25.82				
SHO	2.76	22.10%	 611,597,100 	12.49	15.25	15.91	10.13				
SHO-E	-0.77	-2.95%	 3,814,200 	26.12	25.35	28.21	24.41				
SHO-F	-0.79	-3.08%	 809,600 	25.65	24.86	26.45	24.03				
SHOP	17.07	66.16%	 201,965,500 	25.8	42.87	44.89	19.33				
SHW	9.14	3.52%	 213,502,300 	259.6	268.74	312.1	239.35				
SID	2.25	229.59%	 589,295,500 	0.98	3.23	3.91	0.73				
SIG	-29.43	-23.79%	 414,581,700 	123.69	94.26	133.28	73.16				
SITE	8.06	30.22%	 63,461,900 	26.67	34.73	40.56	26.67				
SIX	5.02	9.14%	 250,336,500 	54.94	59.96	61.33	46.74				
SJI	10.17	43.24%	 112,651,700 	23.52	33.69	34.68	22.63				
SJM	4.72	3.83%	 233,060,100 	123.34	128.06	156.23	118.26				
SJR	2.87	16.70%	 133,100,300 	17.19	20.06	20.66	16.15				
SJT	2.48	59.90%	 32,735,400 	4.14	6.62	7.45	4.14				
SJW	26.33	88.80%	 23,160,300 	29.65	55.98	56.69	29.35				
SKM	0.75	3.72%	 158,099,600 	20.15	20.9	23.17	17.89				
SKT	3.08	9.42%	 174,619,000 	32.7	35.78	41.74	29.67				
SKX	-5.63	-18.64%	 769,137,400 	30.21	24.58	34.06	18.98				
SLB	14.2	20.36%	 1,819,353,400 	69.75	83.95	86.38	61.06				
SLCA	37.95	202.62%	 499,425,200 	18.73	56.68	58.24	14.96				
SLD	0.73	5.74%	 4,742,900 	12.72	13.45	13.95	12.5				
SLF	7.21	23.11%	 110,451,100 	31.2	38.41	39.6	26.12				
SLG	-5.43	-4.81%	 226,685,100 	112.98	107.55	119.2	80.54				
SLG-I	-0.52	-2.04%	 5,175,900 	25.46	24.94	27.5	24.94				
SLRA	0.3	1.21%	 2,671,000 	24.88	25.18	26.25	22.85				
SLTB	9.86	78.88%	 1,841,300 	12.5	22.36	22.8	7.85				
SLW	6.9	55.56%	 1,492,950,900 	12.42	19.32	30.88	10.5				
SM	14.82	75.38%	 958,919,900 	19.66	34.48	41.27	7.6				
SMFG	0.05	0.66%	 499,211,300 	7.59	7.64	8.28	5.06				
SMG	31.04	48.12%	 109,467,300 	64.51	95.55	96.86	62.64				
SMI	2.57	50.89%	 25,067,000 	5.05	7.62	7.62	3.9				
SMLP	6.42	34.28%	 74,560,500 	18.73	25.15	25.2	12.37				
SMM	4.05	42.50%	 25,693,400 	9.53	13.58	13.81	5.69				
SMP	15.17	39.87%	 24,263,000 	38.05	53.22	55.08	30.02				
SN	4.72	109.51%	 600,174,300 	4.31	9.03	9.78	2.29				
SNA	-0.16	-0.09%	 126,677,500 	171.43	171.27	176.2	135.41				
SNE	3.42	13.90%	 331,893,900 	24.61	28.03	33.91	20.26				
SNN	-5.52	-15.51%	 112,822,900 	35.6	30.08	35.6	27.11				
SNOW	10.03	128.26%	 45,314,500 	7.82	17.85	19.17	7.03				
SNP	11.04	18.41%	 33,558,200 	59.98	71.02	77.47	49.82				
SNR	-0.07	-0.71%	 155,151,900 	9.86	9.79	12.52	8.27				
SNV	8.7	26.87%	 268,475,300 	32.38	41.08	41.78	25.95				
SNV-C	-0.39	-1.40%	 2,348,300 	27.91	27.52	30.01	26.77				
SNX	31.09	34.57%	 65,078,700 	89.93	121.02	127.36	78.16				
SNY	-2.21	-5.18%	 565,853,700 	42.65	40.44	44.32	37.06				
SO	2.4	5.13%	 1,377,291,300 	46.79	49.19	54.54	46.45				
SOJA	-0.79	-2.94%	 26,942,100 	26.89	26.1	28.69	25.15				
SOJB	-3.18	-12.72%	 27,695,600 	25	21.82	25.29	21.45				
SOL	-1.06	-62.35%	 90,299,100 	1.7	0.64	1.82	0.63				
SON	11.83	28.95%	 123,136,900 	40.87	52.7	55.25	37.01				
SOR	-30.31	-45.74%	 11,287,600 	66.26	35.95	68.49	35.2				
SOV-C	-0.12	-0.46%	 391,600 	25.85	25.73	26.63	24.5				
SPA	3.86	19.31%	 17,289,600 	19.99	23.85	26.26	12.46				
SPB	20.53	20.17%	 95,294,000 	101.8	122.33	137.69	89.6				
SPE	0.45	3.41%	 4,812,600 	13.2	13.65	14.97	11.89				
SPE-B	-0.1	-0.39%	 323,800 	25.5	25.4	26	25.22				
SPG	-16.77	-8.62%	 343,691,500 	194.44	177.67	227.6	174.2				
SPG-J	-4.66	-6.47%	 247,300 	72	67.34	81	65.84				
SPGI	-0.38	-0.35%	 199,575,600 	107.92	107.54	127.56	99.38				
SPH	5.75	23.65%	 64,019,600 	24.31	30.06	36.41	21.14				
SPLP	-0.88	-5.37%	 3,913,500 	16.38	15.5	16.38	12.86				
SPN	3.41	25.32%	 935,517,600 	13.47	16.88	19.5	8.59				
SPR	8.28	16.54%	 351,783,400 	50.07	58.35	61.26	40.5				
SPXC	14.39	154.23%	 116,933,800 	9.33	23.72	25.5	7.79				
SPXX	0.93	6.90%	 14,089,800 	13.47	14.4	14.63	11.69				
SQ	0.54	4.13%	 955,230,600 	13.09	13.63	15.48	8.37				
SQM	9.64	50.71%	 155,435,300 	19.01	28.65	31.98	15.18				
SQNS	-0.23	-10.95%	 28,174,800 	2.1	1.87	2.99	1.65				
SR	0.59	0.92%	 44,696,400 	63.96	64.55	70.84	59.97				
SRC	0.84	8.38%	 1,361,129,800 	10.02	10.86	13.88	9.1				
SRE	6.63	7.05%	 335,403,500 	94.01	100.64	114.5	87				
SRF	1.36	16.15%	 6,160,400 	8.42	9.78	9.98	5.77				
SRG	2.49	6.19%	 71,663,700 	40.22	42.71	56.47	37.51				
SRI	2.89	19.53%	 45,610,700 	14.8	17.69	19.02	10.62				
SRLP	7.93	39.32%	 8,256,200 	20.17	28.1	28.1	15.85				
SRT	4.87	136.03%	 5,792,000 	3.58	8.45	8.99	3.48				
SRV	2.92	27.37%	 7,144,900 	10.67	13.59	13.69	7.45				
SSD	9.6	28.11%	 44,367,000 	34.15	43.75	48.17	30.49				
SSI	-4.74	-52.03%	 138,740,100 	9.11	4.37	9.25	4.3				
SSL	1.77	6.60%	 95,947,200 	26.82	28.59	32.96	21.88				
SSNI	-1.1	-7.63%	 62,083,800 	14.41	13.31	15.39	9.74				
SSP	0.33	1.74%	 131,024,100 	19	19.33	19.41	12.62				
SSTK	15.18	46.94%	 90,157,900 	32.34	47.52	64.65	26.1				
SSW	-6.67	-42.19%	 121,600,600 	15.81	9.14	19.59	8.67				
SSW-D	-2.3	-10.15%	 5,752,400 	22.65	20.35	26.48	19.19				
SSW-E	-3	-12.77%	 6,199,900 	23.49	20.49	26.38	19.9				
SSW-G	-4.99	-20.02%	 7,722,400 	24.93	19.94	26.09	19.42				
SSW-H	-5.33	-21.49%	 10,570,400 	24.8	19.47	25.24	18.65				
SSWN	0.86	3.54%	 5,262,700 	24.3	25.16	25.9	23.09				
ST	-7.11	-15.44%	 376,428,900 	46.06	38.95	46.06	30.33				
STA-B	-0.39	-1.54%	 1,151,300 	25.34	24.95	26.68	24.6				
STA-C	0.46	1.83%	 2,198,800 	25.2	25.66	27.85	25.2				
STA-D	0.86	3.64%	 1,541,900 	23.63	24.49	25.16	18.15				
STA-E	1.29	5.62%	 2,757,300 	22.96	24.25	24.92	17.78				
STA-F	1.3	5.63%	 1,528,500 	23.1	24.4	24.94	17.66				
STA-G	1.25	5.46%	 1,088,200 	22.9	24.15	24.6	17.25				
STA-I	1.07	4.67%	 1,208,100 	22.93	24	24.85	17.75				
STAG	5.42	29.38%	 153,590,100 	18.45	23.87	25.38	15.09				
STAR	0.64	5.46%	 182,215,900 	11.73	12.37	12.69	7.64				
STAY	0.25	1.57%	 186,761,900 	15.9	16.15	16.93	10.95				
STC	8.75	23.44%	 41,381,000 	37.33	46.08	47.58	32.05				
STE	-7.95	-10.55%	 168,037,700 	75.34	67.39	75.34	62.47				
STI	12.01	28.03%	 1,044,460,300 	42.84	54.85	56.39	31.36				
STI-A	0.28	1.21%	 5,201,400 	23.18	23.46	24.8	21.41				
STI-E	-1.04	-4.02%	 9,161,400 	25.89	24.85	26.78	24.22				
STI.A	11.49	104.36%	 420,200 	11.01	22.5	22.6	5.76				
STI.B	7.48	128.97%	 1,326,100 	5.8	13.28	13.85	2.5				
STJ	18.42	29.82%	 750,203,500 	61.77	80.19	83.9	49.46				
STK	0.81	4.52%	 17,649,200 	17.93	18.74	19.07	14.7				
STL	7.18	44.27%	 218,962,400 	16.22	23.4	24.4	13.57				
STM	4.69	70.42%	 429,276,500 	6.66	11.35	11.35	5.24				
STN	0.46	1.86%	 4,215,600 	24.79	25.25	27.55	20.88				
STNG	-3.49	-43.52%	 709,164,400 	8.02	4.53	8.02	3.69				
STO	4.28	30.66%	 746,506,100 	13.96	18.24	18.51	11.38				
STON	-17.82	-66.67%	 68,295,900 	26.73	8.91	29.39	7.83				
STOR	1.51	6.51%	 385,097,800 	23.2	24.71	31.19	22.38				
STT	11.36	17.12%	 680,092,200 	66.36	77.72	81.44	50.79				
STT-C	-2.82	-10.76%	 7,632,700 	26.2	23.38	27.14	23.16				
STT-D	-1.81	-6.54%	 18,789,700 	27.68	25.87	29.48	24.93				
STT-E	-1.27	-4.78%	 12,673,800 	26.57	25.3	28.4	25.12				
STT-G	-0.82	-3.17%	 20,488,500 	25.84	25.02	27.88	24.38				
STV	-0.28	-16.09%	 25,673,600 	1.74	1.46	1.74	1.12				
STWD	1.39	6.76%	 591,181,100 	20.56	21.95	23.3	16.93				
STZ	10.87	7.63%	 388,464,700 	142.44	153.31	171.24	134.95				
STZ.B	9.03	6.26%	 1,696,100 	144.17	153.2	175.5	134.76				
SU	6.89	26.71%	 1,075,082,600 	25.8	32.69	33.31	19.61				
SUI	8.08	11.79%	 121,035,600 	68.53	76.61	81.55	63.81				
SUI-A	-1.01	-3.85%	 1,417,400 	26.2	25.19	26.8	25.12				
SUM	3.75	18.71%	 304,706,600 	20.04	23.79	24.8	13.82				
SUN	-12.72	-32.11%	 185,798,500 	39.61	26.89	39.61	21.21				
SUP	7.93	43.05%	 42,941,100 	18.42	26.35	31.3	16.58				
SUPV	1.64	14.26%	 38,379,300 	11.5	13.14	15.4	11.2				
SVU	-2.11	-31.12%	 872,864,200 	6.78	4.67	6.85	4.08				
SWC	7.54	87.98%	 536,348,500 	8.57	16.11	17.32	5.29				
SWFT	10.54	76.27%	 725,246,800 	13.82	24.36	26.57	12.35				
SWJ	-1.58	-6.10%	 15,357,000 	25.91	24.33	26.72	24.01				
SWK	7.96	7.46%	 283,193,800 	106.73	114.69	125.78	90.14				
SWM	3.54	8.43%	 48,040,700 	41.99	45.53	46.29	29.26				
SWN	3.71	52.18%	 4,268,113,900 	7.11	10.82	15.44	5.62				
SWNC	6.92	37.30%	 77,430,900 	18.55	25.47	35.55	13.91				
SWX	21.46	38.91%	 70,106,700 	55.16	76.62	78.83	53.86				
SWZ	-0.35	-3.31%	 9,341,300 	10.56	10.21	10.83	9.44				
SXC	7.87	226.80%	 205,407,200 	3.47	11.34	12.96	2.2				
SXCP	11.8	158.39%	 65,213,100 	7.45	19.25	21.7	5.46				
SXE	-2.21	-62.08%	 96,940,000 	3.56	1.35	3.56	0.39				
SXI	4.7	5.65%	 16,677,800 	83.15	87.85	97.3	66.4				
SXL	-1.68	-6.54%	 451,277,700 	25.7	24.02	31.47	16.49				
SXT	15.76	25.09%	 48,931,300 	62.82	78.58	83.11	53.92				
SYF	5.86	19.27%	 2,044,310,600 	30.41	36.27	37.26	23.36				
SYK	26.87	28.91%	 380,560,200 	92.94	119.81	122.82	87.53				
SYT	0.32	0.41%	 184,911,800 	78.73	79.05	88.95	70.05				
SYX	0.17	1.98%	 5,041,700 	8.6	8.77	9.55	7.36				
SYY	14.37	35.05%	 1,021,357,200 	41	55.37	56.61	39.1				
SZC	3.11	21.79%	 5,538,800 	14.27	17.38	18.19	11.24				
T	8.12	23.60%	 5,990,956,200 	34.41	42.53	43.47	33.51				
TAC	1.96	55.37%	 23,763,300 	3.54	5.5	5.7	2.6				
TAHO	0.75	8.65%	 531,905,900 	8.67	9.42	16.62	6.83				
TAL	54.25	341.19%	 57,964,100 	15.9	70.15	74.74	9.15				
TAP	3.39	3.61%	 492,831,400 	93.92	97.31	111.25	83.63				
TAP.A	4.25	4.54%	 40,600 	93.69	97.94	109.99	81.97				
TARO	-49.28	-31.89%	 52,732,600 	154.55	105.27	154.74	93.68				
TBI	-1.11	-4.31%	 90,620,700 	25.76	24.65	27.35	16.75				
TCAP	-0.77	-4.03%	 54,925,000 	19.11	18.34	21.25	16.22				
TCB	5.47	38.74%	 338,377,600 	14.12	19.59	19.91	10.47				
TCB-B	-0.99	-3.72%	 1,924,600 	26.59	25.6	27.36	25.32				
TCB-C	-0.7	-2.72%	 1,271,700 	25.7	25	26.45	24.16				
TCB.W	1.4	66.67%	 626,000 	2.1	3.5	3.76	1				
TCCA	0.55	2.21%	 1,361,100 	24.9	25.45	26.29	24				
TCCB	-0.08	-0.31%	 906,100 	25.5	25.42	26.71	24.34				
TCI	1.72	16.70%	 385,800 	10.3	12.02	12.1	8.46				
TCO	-2.79	-3.64%	 102,562,400 	76.72	73.93	81.63	66.67				
TCO-J	-0.92	-3.61%	 4,118,900 	25.52	24.6	26.85	24.6				
